station_name,date,latitude,longitude,month,pressure_sea_level_hpa,pressure_station_hpa,province,rain_mm,snow_mm,temp_max__temp_max,temp_mean__temp_moyenne,temp_min__temp_min,total_precip__precip_totale,wind_speed_kph,year
Halifax,1915-01-01,53.3,-113.6,1,,,AB,9.5,20.9,-5.9,-12.2,-18.5,30.4,,1915
Halifax,1915-02-01,53.3,-113.6,2,,,AB,0.0,1.0,-2.2,-9.8,-17.5,1.0,,1915
Halifax,1915-03-01,53.3,-113.6,3,,,AB,0.3,2.8,4.9,-1.5,-8.0,3.1,,1915
Halifax,1915-04-01,53.3,-113.6,4,,,AB,10.8,15.6,17.7,8.6,-0.5,26.4,,1915
Halifax,1915-05-01,53.3,-113.6,5,,,AB,36.8,0.0,18.6,10.4,2.2,36.8,,1915
Halifax,1915-06-01,53.3,-113.6,6,,,AB,148.9,0.0,19.0,11.6,4.2,148.9,,1915
Halifax,1915-07-01,53.3,-113.6,7,,,AB,115.3,0.0,21.4,13.9,6.4,115.3,,1915
Halifax,1915-08-01,53.3,-113.6,8,,,AB,86.9,0.0,26.6,17.8,9.0,86.9,,1915
Halifax,1915-09-01,53.3,-113.6,9,,,AB,27.7,1.3,15.6,8.2,0.7,29.0,,1915
Halifax,1915-10-01,53.3,-113.6,10,,,AB,8.6,0.2,12.1,5.0,-2.1,8.8,,1915
Halifax,1915-11-01,53.3,-113.6,11,,,AB,0.0,18.4,1.2,-4.1,-9.4,18.4,,1915
Halifax,1915-12-01,53.3,-113.6,12,,,AB,0.0,15.9,-2.1,-7.5,-12.9,15.9,,1915
Halifax,1916-01-01,53.3,-113.6,1,,,AB,0.0,31.0,-18.9,-25.4,-31.8,31.0,,1916
Halifax,1916-02-01,53.3,-113.6,2,,,AB,2.6,22.7,-2.3,-9.2,-16.0,25.3,,1916
Halifax,1916-03-01,53.3,-113.6,3,,,AB,0.7,22.9,0.4,-6.1,-12.5,23.6,,1916
Halifax,1916-04-01,53.3,-113.6,4,,,AB,27.7,5.7,12.3,4.8,-2.6,33.4,,1916
Halifax,1916-05-01,53.3,-113.6,5,,,AB,45.4,6.5,16.6,8.5,0.4,51.8,,1916
Halifax,1916-06-01,53.3,-113.6,6,,,AB,72.4,0.0,20.6,12.6,4.7,72.4,,1916
Halifax,1916-07-01,53.3,-113.6,7,,,AB,91.5,0.0,22.7,15.1,7.5,91.5,,1916
Halifax,1916-08-01,53.3,-113.6,8,,,AB,101.5,0.0,21.6,13.7,5.7,101.5,,1916
Halifax,1916-09-01,53.3,-113.6,9,,,AB,78.9,0.2,17.3,9.6,1.8,79.1,,1916
Halifax,1916-10-01,53.3,-113.6,10,,,AB,8.7,3.5,10.3,4.1,-2.2,12.2,,1916
Halifax,1916-11-01,53.3,-113.6,11,,,AB,0.8,20.7,2.5,-2.6,-7.7,21.5,,1916
Halifax,1916-12-01,53.3,-113.6,12,,,AB,0.0,49.6,-9.5,-15.5,-21.4,49.6,,1916
Halifax,1917-01-01,53.3,-113.6,1,,,AB,1.0,53.8,-9.5,-16.2,-23.0,54.9,,1917
Halifax,1917-02-01,53.3,-113.6,2,,,AB,3.1,31.5,-8.8,-15.8,-22.6,34.6,,1917
Halifax,1917-03-01,53.3,-113.6,3,,,AB,0.3,4.0,0.0,-6.3,-12.5,4.3,,1917
Halifax,1917-04-01,53.3,-113.6,4,,,AB,2.8,29.9,5.7,0.3,-5.1,32.7,,1917
Halifax,1917-05-01,53.3,-113.6,5,,,AB,25.9,2.2,17.4,9.5,1.7,28.1,,1917
Halifax,1917-06-01,53.3,-113.6,6,,,AB,48.5,0.0,20.9,12.3,3.6,48.5,,1917
Halifax,1917-07-01,53.3,-113.6,7,,,AB,87.6,0.0,25.6,16.6,7.5,87.6,,1917
Halifax,1917-08-01,53.3,-113.6,8,,,AB,78.1,0.0,22.0,14.2,6.4,78.1,,1917
Halifax,1917-09-01,53.3,-113.6,9,,,AB,14.6,0.0,19.1,10.3,1.4,14.6,,1917
Halifax,1917-10-01,53.3,-113.6,10,,,AB,13.6,8.0,8.3,2.6,-3.1,21.6,,1917
Halifax,1917-11-01,53.3,-113.6,11,,,AB,5.7,8.5,10.5,3.5,-3.5,14.2,,1917
Halifax,1917-12-01,53.3,-113.6,12,,,AB,0.3,25.9,-15.8,-22.1,-28.2,26.2,,1917
Halifax,1918-01-01,53.3,-113.6,1,,,AB,0.9,42.0,-9.0,-15.4,-21.9,42.9,,1918
Halifax,1918-02-01,53.3,-113.6,2,,,AB,0.0,10.5,-4.6,-11.5,-18.4,10.5,,1918
Halifax,1918-03-01,53.3,-113.6,3,,,AB,0.3,27.0,2.4,-4.6,-11.6,27.3,,1918
Halifax,1918-04-01,53.3,-113.6,4,,,AB,13.6,14.1,13.6,5.1,-3.5,27.8,,1918
Halifax,1918-05-01,53.3,-113.6,5,,,AB,21.3,28.5,15.1,7.6,0.0,49.8,,1918
Halifax,1918-06-01,53.3,-113.6,6,,,AB,91.8,0.0,21.4,13.5,5.5,91.8,,1918
Halifax,1918-07-01,53.3,-113.6,7,,,AB,75.2,0.0,23.7,15.2,6.6,75.2,,1918
Halifax,1918-08-01,53.3,-113.6,8,,,AB,85.4,0.0,22.9,14.7,6.4,85.4,,1918
Halifax,1918-09-01,53.3,-113.6,9,,,AB,39.9,0.0,19.4,10.5,1.6,39.9,,1918
Halifax,1918-10-01,53.3,-113.6,10,,,AB,4.9,2.3,13.1,5.1,-2.9,7.2,,1918
Halifax,1918-11-01,53.3,-113.6,11,,,AB,1.3,9.2,3.2,-2.1,-7.2,10.6,,1918
Halifax,1918-12-01,53.3,-113.6,12,,,AB,0.0,47.4,-1.8,-7.0,-12.2,47.4,,1918
Halifax,1919-01-01,53.3,-113.6,1,,,AB,0.7,30.9,-0.3,-6.1,-11.9,31.6,,1919
Halifax,1919-02-01,53.3,-113.6,2,,,AB,0.0,15.9,-8.3,-14.9,-21.4,15.9,,1919
Halifax,1919-03-01,53.3,-113.6,3,,,AB,2.6,14.4,-3.6,-10.7,-17.7,17.0,,1919
Halifax,1919-04-01,53.3,-113.6,4,,,AB,22.5,0.2,15.0,6.6,-1.8,22.7,,1919
Halifax,1919-05-01,53.3,-113.6,5,,,AB,53.5,26.2,17.1,9.1,1.1,79.7,,1919
Halifax,1919-06-01,53.3,-113.6,6,,,AB,27.4,0.0,22.0,13.1,4.2,27.4,,1919
Halifax,1919-07-01,53.3,-113.6,7,,,AB,68.3,0.0,23.7,15.6,7.4,68.3,,1919
Halifax,1919-08-01,53.3,-113.6,8,,,AB,29.7,0.0,24.3,15.5,6.6,29.7,,1919
Halifax,1919-09-01,53.3,-113.6,9,,,AB,39.5,0.8,19.0,10.7,2.3,40.3,,1919
Halifax,1919-10-01,53.3,-113.6,10,,,AB,14.5,52.2,4.6,-2.2,-9.0,66.6,,1919
Halifax,1919-11-01,53.3,-113.6,11,,,AB,1.6,52.7,-4.8,-10.9,-17.0,54.3,,1919
Halifax,1919-12-01,53.3,-113.6,12,,,AB,0.0,24.2,-6.1,-11.9,-17.6,24.2,,1919
Halifax,1920-01-01,53.3,-113.6,1,,,AB,1.4,57.2,-10.4,-16.9,-23.4,58.5,,1920
Halifax,1920-02-01,53.3,-113.6,2,,,AB,0.5,8.4,0.4,-6.0,-12.4,8.9,,1920
Halifax,1920-03-01,53.3,-113.6,3,,,AB,0.3,37.9,-0.6,-7.1,-13.6,38.2,,1920
Halifax,1920-04-01,53.3,-113.6,4,,,AB,14.5,12.5,1.6,-3.5,-8.5,27.0,,1920
Halifax,1920-05-01,53.3,-113.6,5,,,AB,56.8,12.2,16.1,8.4,0.8,69.0,,1920
Halifax,1920-06-01,53.3,-113.6,6,,,AB,123.3,0.0,20.4,12.2,3.9,123.3,,1920
Halifax,1920-07-01,53.3,-113.6,7,,,AB,64.4,0.0,26.4,17.7,8.9,64.4,,1920
Halifax,1920-08-01,53.3,-113.6,8,,,AB,54.6,0.0,23.2,14.5,5.7,54.6,,1920
Halifax,1920-09-01,53.3,-113.6,9,,,AB,36.7,0.4,18.1,9.3,0.5,37.1,,1920
Halifax,1920-10-01,53.3,-113.6,10,,,AB,19.1,4.6,10.7,3.7,-3.4,23.7,,1920
Halifax,1920-11-01,53.3,-113.6,11,,,AB,0.5,5.3,1.9,-3.4,-8.7,5.8,,1920
Halifax,1920-12-01,53.3,-113.6,12,,,AB,0.0,7.9,-5.9,-11.2,-16.4,7.9,,1920
Halifax,1921-01-01,53.3,-113.6,1,,,AB,0.0,22.9,-6.5,-13.2,-19.8,22.9,,1921
Halifax,1921-02-01,53.3,-113.6,2,,,AB,0.3,39.3,-1.3,-7.8,-14.3,39.6,,1921
Halifax,1921-03-01,53.3,-113.6,3,,,AB,2.1,45.6,-0.3,-7.4,-14.5,47.7,,1921
Halifax,1921-04-01,53.3,-113.6,4,,,AB,4.4,7.3,11.9,4.4,-3.1,11.7,,1921
Halifax,1921-05-01,53.3,-113.6,5,,,AB,29.6,6.8,18.3,9.7,1.1,36.4,,1921
Halifax,1921-06-01,53.3,-113.6,6,,,AB,85.1,0.0,23.7,14.8,5.8,85.1,,1921
Halifax,1921-07-01,53.3,-113.6,7,,,AB,100.4,0.0,23.9,15.5,7.1,100.4,,1921
Halifax,1921-08-01,53.3,-113.6,8,,,AB,44.5,0.0,21.6,13.2,4.7,44.5,,1921
Halifax,1921-09-01,53.3,-113.6,9,,,AB,19.8,0.0,16.5,8.1,-0.4,19.8,,1921
Halifax,1921-10-01,53.3,-113.6,10,,,AB,3.7,0.0,14.9,6.4,-2.1,3.7,,1921
Halifax,1921-11-01,53.3,-113.6,11,,,AB,1.7,17.6,-3.0,-8.3,-13.7,19.2,,1921
Halifax,1921-12-01,53.3,-113.6,12,,,AB,0.3,4.8,-3.8,-10.0,-16.1,5.1,,1921
Halifax,1922-01-01,53.3,-113.6,1,,,AB,0.5,21.2,-6.2,-12.6,-18.9,21.7,,1922
Halifax,1922-02-01,53.3,-113.6,2,,,AB,0.0,24.6,-10.6,-18.2,-25.7,24.6,,1922
Halifax,1922-03-01,53.3,-113.6,3,,,AB,0.0,17.1,1.1,-5.8,-12.7,17.1,,1922
Halifax,1922-04-01,53.3,-113.6,4,,,AB,0.7,42.0,10.8,3.6,-3.6,42.7,,1922
Halifax,1922-05-01,53.3,-113.6,5,,,AB,35.6,1.5,19.5,10.3,1.0,37.0,,1922
Halifax,1922-06-01,53.3,-113.6,6,,,AB,31.3,0.6,23.6,14.2,4.6,31.8,,1922
Halifax,1922-07-01,53.3,-113.6,7,,,AB,48.9,0.0,25.5,16.1,6.6,48.9,,1922
Halifax,1922-08-01,53.3,-113.6,8,,,AB,95.4,0.0,25.3,16.1,6.8,95.4,,1922
Halifax,1922-09-01,53.3,-113.6,9,,,AB,22.3,0.0,20.7,11.2,1.7,22.3,,1922
Halifax,1922-10-01,53.3,-113.6,10,,,AB,15.0,11.4,12.0,5.0,-2.1,26.4,,1922
Halifax,1922-11-01,53.3,-113.6,11,,,AB,0.6,6.6,2.7,-2.4,-7.5,7.2,,1922
Halifax,1922-12-01,53.3,-113.6,12,,,AB,0.7,18.2,-9.2,-14.5,-19.6,18.9,,1922
Halifax,1923-01-01,53.3,-113.6,1,,,AB,0.0,29.7,-8.7,-14.4,-20.1,29.7,,1923
Halifax,1923-02-01,53.3,-113.6,2,,,AB,4.7,17.6,-4.0,-11.0,-17.9,22.3,,1923
Halifax,1923-03-01,53.3,-113.6,3,,,AB,3.1,45.0,-1.4,-7.1,-12.7,48.2,,1923
Halifax,1923-04-01,53.3,-113.6,4,,,AB,7.7,3.0,11.7,3.8,-4.1,10.8,,1923
Halifax,1923-05-01,53.3,-113.6,5,,,AB,48.1,0.2,17.5,9.0,0.4,48.3,,1923
Halifax,1923-06-01,53.3,-113.6,6,,,AB,111.2,0.0,21.4,14.2,6.9,111.2,,1923
Halifax,1923-07-01,53.3,-113.6,7,,,AB,90.2,0.0,22.5,15.5,8.5,90.2,,1923
Halifax,1923-08-01,53.3,-113.6,8,,,AB,73.3,0.0,22.4,14.5,6.5,73.3,,1923
Halifax,1923-09-01,53.3,-113.6,9,,,AB,14.2,14.6,19.7,10.8,1.7,28.9,,1923
Halifax,1923-10-01,53.3,-113.6,10,,,AB,9.8,0.6,14.8,6.4,-1.9,10.3,,1923
Halifax,1923-11-01,53.3,-113.6,11,,,AB,1.4,4.4,7.5,0.7,-6.0,5.7,,1923
Halifax,1923-12-01,53.3,-113.6,12,,,AB,0.0,13.2,-2.4,-7.6,-12.7,13.2,,1923
Halifax,1924-01-01,53.3,-113.6,1,,,AB,0.3,41.6,-8.6,-15.3,-22.0,41.9,,1924
Halifax,1924-02-01,53.3,-113.6,2,,,AB,0.0,14.2,-0.3,-6.5,-12.7,14.2,,1924
Halifax,1924-03-01,53.3,-113.6,3,,,AB,0.0,41.2,0.4,-4.6,-9.7,41.2,,1924
Halifax,1924-04-01,53.3,-113.6,4,,,AB,0.6,18.5,8.4,2.1,-4.2,19.1,,1924
Halifax,1924-05-01,53.3,-113.6,5,,,AB,41.4,0.2,20.0,10.4,0.8,41.6,,1924
Halifax,1924-06-01,53.3,-113.6,6,,,AB,60.2,0.0,21.7,12.8,3.7,60.2,,1924
Halifax,1924-07-01,53.3,-113.6,7,,,AB,117.5,0.0,25.5,17.0,8.5,117.5,,1924
Halifax,1924-08-01,53.3,-113.6,8,,,AB,80.7,0.0,20.2,13.2,6.1,80.7,,1924
Halifax,1924-09-01,53.3,-113.6,9,,,AB,14.4,0.6,17.7,9.7,1.8,14.9,,1924
Halifax,1924-10-01,53.3,-113.6,10,,,AB,19.5,14.9,13.0,5.5,-2.0,34.4,,1924
Halifax,1924-11-01,53.3,-113.6,11,,,AB,1.3,19.1,-1.8,-6.2,-10.6,20.4,,1924
Halifax,1924-12-01,53.3,-113.6,12,,,AB,0.3,46.4,-12.3,-17.3,-22.4,46.7,,1924
Halifax,1925-01-01,53.3,-113.6,1,,,AB,0.0,28.6,-10.3,-15.9,-21.5,28.6,,1925
Halifax,1925-02-01,53.3,-113.6,2,,,AB,0.0,48.4,-8.7,-14.2,-19.6,48.4,,1925
Halifax,1925-03-01,53.3,-113.6,3,,,AB,0.5,18.6,0.1,-6.1,-12.3,19.1,,1925
Halifax,1925-04-01,53.3,-113.6,4,,,AB,68.2,1.7,11.0,4.4,-2.2,69.8,,1925
Halifax,1925-05-01,53.3,-113.6,5,,,AB,30.7,0.0,19.9,10.9,1.8,30.7,,1925
Halifax,1925-06-01,53.3,-113.6,6,,,AB,67.9,0.0,21.8,13.6,5.3,67.9,,1925
Halifax,1925-07-01,53.3,-113.6,7,,,AB,48.4,0.0,24.5,16.2,7.8,48.4,,1925
Halifax,1925-08-01,53.3,-113.6,8,,,AB,72.1,0.0,21.3,13.9,6.3,72.1,,1925
Halifax,1925-09-01,53.3,-113.6,9,,,AB,28.0,0.4,14.2,7.4,0.6,28.4,,1925
Halifax,1925-10-01,53.3,-113.6,10,,,AB,23.7,13.0,4.5,-0.4,-5.3,36.6,,1925
Halifax,1925-11-01,53.3,-113.6,11,,,AB,0.0,23.2,-0.2,-5.2,-10.1,23.2,,1925
Halifax,1925-12-01,53.3,-113.6,12,,,AB,1.4,19.4,-2.6,-6.8,-10.9,20.7,,1925
Halifax,1926-01-01,53.3,-113.6,1,,,AB,0.8,18.0,-2.0,-6.9,-11.7,18.9,,1926
Halifax,1926-02-01,53.3,-113.6,2,,,AB,0.3,9.2,-2.0,-7.5,-12.9,9.5,,1926
Halifax,1926-03-01,53.3,-113.6,3,,,AB,2.1,24.0,3.8,-1.7,-7.1,26.0,,1926
Halifax,1926-04-01,53.3,-113.6,4,,,AB,6.9,4.2,13.8,5.4,-2.9,11.2,,1926
Halifax,1926-05-01,53.3,-113.6,5,,,AB,98.6,0.0,19.5,10.4,1.2,98.6,,1926
Halifax,1926-06-01,53.3,-113.6,6,,,AB,89.0,0.0,20.1,12.0,3.9,89.0,,1926
Halifax,1926-07-01,53.3,-113.6,7,,,AB,59.8,0.0,26.7,17.3,7.9,59.8,,1926
Halifax,1926-08-01,53.3,-113.6,8,,,AB,131.7,0.0,20.9,12.9,4.9,131.7,,1926
Halifax,1926-09-01,53.3,-113.6,9,,,AB,47.0,32.1,10.3,4.6,-1.1,79.1,,1926
Halifax,1926-10-01,53.3,-113.6,10,,,AB,14.5,2.6,9.0,3.2,-2.7,17.0,,1926
Halifax,1926-11-01,53.3,-113.6,11,,,AB,1.9,27.6,-3.7,-8.3,-12.8,29.4,,1926
Halifax,1926-12-01,53.3,-113.6,12,,,AB,10.6,31.8,-6.2,-12.1,-18.0,42.4,,1926
Halifax,1927-01-01,53.3,-113.6,1,,,AB,0.0,16.8,-9.3,-14.9,-20.5,16.8,,1927
Halifax,1927-02-01,53.3,-113.6,2,,,AB,0.0,25.4,-7.1,-14.1,-21.1,25.4,,1927
Halifax,1927-03-01,53.3,-113.6,3,,,AB,2.1,11.4,1.1,-4.2,-9.3,13.5,,1927
Halifax,1927-04-01,53.3,-113.6,4,,,AB,11.9,6.3,7.3,1.2,-4.9,18.2,,1927
Halifax,1927-05-01,53.3,-113.6,5,,,AB,32.4,26.5,14.0,7.1,0.1,58.9,,1927
Halifax,1927-06-01,53.3,-113.6,6,,,AB,86.0,0.0,20.9,13.3,5.7,86.0,,1927
